"HolderAddress","Balance","PendingBalanceUpdate"
"0x5d74c072d3229402bc67ada77a2094e8598b9008","393817901.038869"
"0x5e4b4bec205c2e9e9778f9fe92fc002e5e50746a","154181174.83222"
"0x639609d9eacf3f0de9c9541930f64510bbc2924e","71884038.4649039"
"0x64a52e0c2bafbb49c8d8e59772c8f8d858947ae8","910238441.270445"
"0x6a3918cc11fe8c37097846c6eb5a0655d57e8a85","138885736.97938"
"0x6f03cafa67e0b846182eaee3f1fee2531b71050c","518043875.411622"
"0x70c4a486fb96433775a06d58a16429ee4fcfd6e4","1701605352.27545"
"0x75d98105b2317912500ac1c3f1a0b83afb646eee","446869866.333956"
"0x77327a1df09f0489da1ecbd19340a8100df3bf33","4510000000.57017"
"0x7c9f6b5707fa8177984dfdc99d31ced563671f83","320451967.733888"
"0x7f435225696af35351b72ec3dba8851f8c41f3e9","69716177.2276973"
"0x81be7b2c6cbdc226dbef5241d2380eab027f7ffc","117518753.937955"
"0x8723af66e4377df827b9135b8bca3d4352d0f130","462032701.725142"
"0x897cf008f5f4d53011232fb3c77b6d373983d858","3316438515.93866"
"0x8b3625d6d5607b4423825ac6ef04260182109719","108510975.329787"
"0x8b6250bab1a60232e4154ab1f2ee7f5df2a9c151","100000000"
"0x8bfff78edbfa534fe52dd87d945dac9a671957ae","36180325.9762135"
"0x8c93bc0ccc2824964860cba99eabad54b82e4960","279437662.879219"
"0x90d9f88b901cf0b282bafaacbcca9be09d3cee69","1019195417.40115"
"0x93aa724a193210491b2e9d81a72ff311bb67b628","42421014.6589369"
"0x954edfbfb2fd9e4ad12892a0d5783560d53aee28","298840187.141382"
"0x97b0fbbc81044442fdcd88b2be36b3df190fe411","51286511.6437585"
"0x98d666a0a3e30399ee617fa7c9ba6d3ae003b8e6","2908388822.32827"
"0x9900d3eb55796f21a5a9a98684a9e18363a628e1","3452786655"
"0x9bf59005baeaecaa3db4d75dedacc445b31af0f9","48032125.8761732"
"0x9df53ded25dbf14de92ca6f25b5776d29aa471c2","113811403.705544"
"0xa18aa7d05f50b3c013c3de9ae63217a78e40859f","124262334.268809"
"0xa1c71dd36b10009012b01b9e82f9b749286f12c6","1000000000"
"0xa2207eb24960bab16c6896cc522405d4c9fc4e68","7699118.3559651"
"0xa290ce9d436c702813140c670dda357e76b8e6b6","11104690.6773887"
"0xa47e39776a6e027d48b53449d2197229aba6ee55","40000000"
"0xa51145675daa39707a3476d7f26868220c7ac9d3","113026852.658293"
"0xa8c7aa48e15b5338ea174ee201dbefbab017385e","296649405.4518"
"0xae2fed09ddf0c088b3db1a840117305ab63c28e3","400631471.159063"
"0xb1100689e3485d40a12b50c917bb737bf35eea3a","81035473.8981079"
"0xb20bf6d7f60059dd5de46f3f0f32665a259ea6c0","1140075292.65688"
"0xb5c9768b0a2a396ff2bdb052a14cdfe61f62bd5d","50000"
"0xb8fe28ec3557124d5325ba83bc6a9186dabdf896","243963715.414892"
"0xb95b31088b131e587d4a8bdcf7fbadbc6b15b241","8584788.97851108"
"0xb95dc5fef5aa2aa7dd1f21b7979901bdab290ae5","140508143.235965"
"0xba8250a68ab4d6f1789be36f468634b1bccfa292","37239408.6384614"
"0xbe23cbb62064b8b1550ae5ada59c39d45b1e2081","302446335.416447"
"0xbf0f79932e3e136a0a948fd6a8aa4ca8ccfe0ee1","8774024125.01284"
"0xc04ce4ba9bfb434479b58b9fe83112e0931d09cf","218836527.433238"
"0xc364ecdd91e313b33afb4d015ac42fd8a8456f37","5334848212.71141"
"0xc3b8c818379ba5e82a66ae0969146562115918dc","200000000"
"0xcbd7c0045958003b4935dfd5aa5d93454490ad04","42251882.7256354"
"0xd00eaecca2d3fd79be24dbf72c92e19be57af666","119510749.801105"
"0xd2ff8fb2595aef62052e5c4480370e82bcd3441c","1422181142"
"0xdbf30c8169763b0d7c3e62eb69c05f1d9d143395","324111809.67468"
"0xdf79d1b6885efd2e56c1bfabe7641d1a6f29c0bd","177908725.138159"
"0xec421cc8e7d592a422466c11377d3c6e7715fd7d","200000000"
"0xeda1585de5f9e4577834c2436c91192cf4af0100","3683721.46709595"
"0xedfda531b7c7994cf0c9732e1abb37da99f2f1b4","733331794.730371"
"0xee01edf47fa564968651945fe9a9bfec94222594","50000000"
"0xee2ef641756080fb07a358fe1cae51e4748f4593","140321095.879132"
"0xf13e49f2e33648f951dec644547e89f62f51e82c","44741452.7469429"
"0xf2b4a3fa7b4a2df8f1b39496e965bb804df7a9cb","152588057.370071"
"0xf422c173264dcd512e3cee0db4acb568707c0b8d","4528289482.4609"
"0xf8d184723887b3914587a6e7d0757c4026af1640","596517566.857119"
"0xfa7655d3ec2446eccc375adedca83b634ec9bf36","35739822.8541849"
"0xfc4d7cdf09fa9a8d2fc8c428fb6bd30aa93fc76e","1775399513.89211"
"0xfc8e3819c2df3638fc91a06d4239a5d3acf16947","43677919.4875631"
"0xff40eac9cd4bceac511bd1f0a16e985e51665cbc","31017652.4239244"
"0xffc935b151432cea4d0ca69a72c8b58a38028b56","1585113805.03974"
