"HolderAddress","Balance","PendingBalanceUpdate"
"0xcbd7c0045958003b4935dfd5aa5d93454490ad04","42251882.7256354","No"
"0xd00eaecca2d3fd79be24dbf72c92e19be57af666","119510749.801105","No"
"0xd2ff8fb2595aef62052e5c4480370e82bcd3441c","1618842301.7358","No"
"0xdbf30c8169763b0d7c3e62eb69c05f1d9d143395","324111809.67468","No"
"0xdf79d1b6885efd2e56c1bfabe7641d1a6f29c0bd","177908725.138159","No"
"0xdf9d555353d872222efeb2ef3ee46cb979452164","250000000","No"
"0xec421cc8e7d592a422466c11377d3c6e7715fd7d","100000000","No"
"0xeda1585de5f9e4577834c2436c91192cf4af0100","3683721.46709595","No"
"0xedfda531b7c7994cf0c9732e1abb37da99f2f1b4","733331794.730371","No"
"0xee01edf47fa564968651945fe9a9bfec94222594","50000000","No"
"0xee2ef641756080fb07a358fe1cae51e4748f4593","321934414.90368","No"
"0xf13e49f2e33648f951dec644547e89f62f51e82c","44741452.7469429","No"
"0xf2b4a3fa7b4a2df8f1b39496e965bb804df7a9cb","152588057.370071","No"
"0xf422c173264dcd512e3cee0db4acb568707c0b8d","2000000002.4609","No"
"0xf8d184723887b3914587a6e7d0757c4026af1640","596517566.857119","No"
"0xfc4d7cdf09fa9a8d2fc8c428fb6bd30aa93fc76e","1500000000","No"
"0xff40eac9cd4bceac511bd1f0a16e985e51665cbc","31017652.4239244","No"
"0xffc935b151432cea4d0ca69a72c8b58a38028b56","1585113805.03974","No"
